ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Family_Size,Total_Spending,Activity_Ratio,Segment
8890,1971,Postgraduate,Single,65808.0,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,3,11,0,54,3,272,0.8333331944444675,1
5049,1974,Postgraduate,Partner,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,3,11,0,51,2,46,0.33333329629630043,1
9973,1963,Undergraduate,Partner,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,3,11,0,62,3,490,0.9999998571428775,1
7301,1982,Undergraduate,Single,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,3,11,1,43,2,79,0.3749999531250059,0
10882,1976,Undergraduate,Partner,53858.0,0,1,2012-09-11,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,3,11,0,49,2,915,0.9999997500000625,2
7030,1955,Postgraduate,Partner,66465.0,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,3,11,0,70,2,1485,1.8333330277778286,2
7422,1987,Undergraduate,Single,46923.0,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,3,11,0,38,2,369,0.7142856122449125,0
3523,1962,Undergraduate,Partner,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,3,11,0,63,2,1073,1.6666661111112961,2
7106,1943,Postgraduate,Partner,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,3,11,0,82,1,1242,2.9999970000030003,2
6504,1975,Undergraduate,Partner,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0,50,2,78,0.399999920000016,1
5067,1994,Undergraduate,Partner,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0,31,1,1378,0.399999920000016,2
4216,1981,Undergraduate,Single,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,44,1,1474,2.3333325555558146,2
8581,1971,Postgraduate,Partner,49505.0,1,1,2013-05-03,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0,54,3,751,1.2499998437500197,1
5929,1973,Postgraduate,Partner,37401.0,1,0,2014-06-05,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,52,2,48,0.285714244897965,1
3129,1983,Undergraduate,Partner,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,42,2,45,0.33333327777778704,1
6528,1982,Postgraduate,Partner,18492.0,1,0,2014-05-06,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,43,2,10,0.12499998437500197,0
1361,1974,Postgraduate,Partner,82584.0,0,0,2013-04-06,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1,51,1,1435,2.9999970000030003,2
6932,1941,Postgraduate,Partner,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,84,1,2119,3.499998250000875,2
7284,1953,Undergraduate,Partner,48686.0,1,2,2013-04-12,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,72,4,20,0.12499998437500197,1
1340,1986,Undergraduate,Partner,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0,39,1,1795,5.999994000006001,2
8746,1989,Undergraduate,Partner,75433.0,1,0,2014-05-04,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,36,2,1188,0.33333327777778704,2
5987,1989,Undergraduate,Partner,10404.0,1,0,2014-04-05,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,36,2,43,0.199999960000008,0
3767,1968,Undergraduate,Partner,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,57,2,1008,1.6666661111112961,1
3725,1961,Postgraduate,Single,84865.0,0,0,2013-09-05,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,64,1,1688,0.49999987500003124,2
4324,1989,Undergraduate,Partner,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,36,2,684,0.9999998750000157,1
238,1967,Undergraduate,Partner,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,58,3,1082,1.2857141020408425,0
6694,1964,Undergraduate,Partner,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,61,2,1068,1.999999500000125,2
498,1970,Undergraduate,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,55,2,57,0.199999960000008,1
9347,1956,Postgraduate,Partner,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,69,2,46,0.199999960000008,0
9699,1966,Undergraduate,Single,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,59,2,733,1.199999760000048,1
10664,1949,Postgraduate,Single,51529.0,0,1,2013-07-09,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,76,2,467,1.1249998593750177,1
5455,1971,Postgraduate,Partner,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,54,2,122,0.285714244897965,0
456,1986,Undergraduate,Partner,7500.0,1,0,2013-07-02,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,2,36,0.24999996875000394,0
5012,1989,Undergraduate,Partner,28691.0,1,0,2013-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36,2,34,0.12499998437500197,0
7495,1948,Postgraduate,Partner,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,77,2,156,0.49999987500003124,0
5029,1946,Undergraduate,Partner,18100.0,0,0,2013-06-08,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,79,1,14,0.0,1
10642,1989,Undergraduate,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36,2,37,0.12499998437500197,1
2106,1974,Undergraduate,Partner,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,51,1,34,0.12499998437500197,0
10364,1959,Undergraduate,Single,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,66,1,20,0.12499998437500197,0
5954,1972,Postgraduate,Single,42618.0,1,0,2013-09-10,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,53,2,192,0.6249999218750099,0
1137,1964,Undergraduate,Single,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,61,1,1379,3.9999960000040002,2
2541,1976,Undergraduate,Partner,24027.0,1,0,2013-09-06,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,49,2,48,0.24999996875000394,1
1142,1953,Postgraduate,Partner,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,72,2,428,0.9999996666667778,0
2276,1955,Undergraduate,Single,57959.0,0,1,2013-02-05,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,70,2,868,1.333332888889037,0
2807,1969,Undergraduate,Partner,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,56,2,1001,1.14285697959186,1
6471,1971,Postgraduate,Single,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,54,2,59,0.399999920000016,1
6131,1980,Undergraduate,Partner,70829.0,1,1,2013-01-12,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,45,3,431,1.333332888889037,0
6233,1976,Undergraduate,Partner,65991.0,0,1,2012-07-09,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,49,2,971,1.2857141020408425,2
4148,1972,Undergraduate,Partner,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,53,4,348,0.6249999218750099,0
4947,1966,Undergraduate,Single,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,59,1,2059,1.7499995625001092,2
3225,1984,Postgraduate,Partner,42207.0,1,0,2013-01-04,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,41,2,265,0.6666665555555741,0
7540,1952,Undergraduate,Partner,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,73,2,270,0.99999950000025,0
10648,1982,Undergraduate,Partner,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,43,1,1289,1.6666661111112961,2
1992,1964,Undergraduate,Partner,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,61,2,893,0.285714244897965,1
7851,1949,Undergraduate,Single,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,76,1,926,2.9999970000030003,2
8594,1958,Postgraduate,Single,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,67,2,135,0.49999991666668053,1
7059,1963,Undergraduate,Partner,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,62,1,1495,2.9999970000030003,2
2815,1975,Undergraduate,Partner,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,50,2,120,0.57142848979593,1
2416,1969,Postgraduate,Single,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,56,1,1288,1.9999980000020001,2
7999,1955,Postgraduate,Partner,75261.0,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,70,1,1743,2.499998750000625,2
9213,1970,Undergraduate,Single,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,55,2,15,0.12499998437500197,1
9697,1951,Undergraduate,Partner,53790.0,0,2,2014-06-03,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,74,3,542,1.1666664722222546,0
3916,1971,Postgraduate,Partner,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,54,2,890,0.9999998571428775,0
2021,1975,Undergraduate,Partner,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,50,2,1388,1.4999996250000938,2
1581,1980,Undergraduate,Partner,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,45,2,17,0.12499998437500197,1
564,1981,Postgraduate,Partner,56937.0,1,0,2012-04-08,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,44,2,906,1.3333331111111482,0
6619,1978,Undergraduate,Partner,38415.0,1,1,2013-02-01,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,47,3,44,0.1428571224489825,0
9081,1988,Undergraduate,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,37,2,25,0.199999960000008,0
178,1956,Undergraduate,Partner,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,69,2,973,1.599999680000064,2
916,1972,Postgraduate,Single,41644.0,1,1,2014-09-05,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,53,3,31,0.33333322222225925,0
5512,1977,Postgraduate,Partner,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,48,2,518,1.399999720000056,1
8970,1972,Postgraduate,Partner,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,53,2,530,1.199999760000048,0
10581,1977,Undergraduate,Partner,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,48,2,506,0.8749998906250137,1
5300,1973,Postgraduate,Partner,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,52,2,70,0.285714244897965,0
5154,1972,Postgraduate,Single,37760.0,1,0,2013-11-08,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,53,2,54,0.33333327777778704,0
8346,1974,Undergraduate,Single,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,51,2,296,0.6666665925926009,1
1676,1975,Undergraduate,Partner,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,50,2,266,0.799999840000032,1
9286,1960,Postgraduate,Partner,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,65,1,747,1.6666661111112961,2
2426,1964,Postgraduate,Single,78825.0,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,61,1,895,1.6666661111112961,2
5172,1976,Postgraduate,Partner,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,49,2,1053,0.4285713673469475,2
5562,1974,Undergraduate,Partner,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,51,2,735,1.1666664722222546,0
3436,1969,Undergraduate,Partner,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,56,2,20,0.1428571224489825,1
3921,1952,Undergraduate,Single,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,73,1,205,0.4999999375000079,0
3403,1958,Postgraduate,Partner,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,67,2,2092,0.33333327777778704,2
22,1976,Undergraduate,Single,46310.0,1,0,2012-03-12,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,49,2,309,0.7499999062500118,0
10965,1955,Undergraduate,Partner,76005.0,0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,70,1,1722,0.49999991666668053,2
9426,1964,Postgraduate,Single,58308.0,0,1,2013-12-01,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,61,2,900,0.24999996875000394,0
6605,1944,Postgraduate,Single,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,81,1,682,1.2857141020408425,2
3136,1962,Postgraduate,Single,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,63,2,663,0.99999980000004,0
8737,1978,Undergraduate,Single,55563.0,0,1,2014-05-04,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,47,2,43,0.6666664444445185,1
11088,1971,Postgraduate,Partner,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,54,2,1816,0.6666665555555741,2
716,1949,Postgraduate,Partner,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,76,2,976,1.9999993333335555,2
466,1944,Undergraduate,Partner,65275.0,0,0,2013-03-04,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,81,1,746,1.9999990000005,2
9135,1950,Undergraduate,Partner,27203.0,1,1,2012-06-08,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,75,3,64,0.12499998437500197,0
10623,1961,Postgraduate,Partner,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,64,2,32,0.199999960000008,1
8151,1990,Basic,Partner,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,35,1,263,0.4999999375000079,1
5140,1985,Postgraduate,Partner,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,40,2,1445,0.4999999375000079,2
10160,1956,Postgraduate,Partner,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,69,2,46,0.199999960000008,0
4945,1953,Undergraduate,Single,53653.0,0,0,2012-07-11,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,72,1,1210,1.666666388888935,2
10584,1976,Undergraduate,Partner,65665.0,0,1,2013-02-12,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,49,2,945,1.6666661111112961,2
6071,1989,Undergraduate,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,36,1,1157,2.9999970000030003,2
3386,1992,Undergraduate,Partner,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,33,1,137,0.285714244897965,0
8939,1959,Undergraduate,Single,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,66,2,730,0.99999980000004,2
9925,1981,Postgraduate,Partner,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,44,2,216,0.57142848979593,0
4320,1979,Undergraduate,Single,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,46,2,943,1.9999993333335555,1
5389,1964,Undergraduate,Partner,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,61,3,347,0.857142734693895,0
6036,1959,Postgraduate,Partner,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,66,1,1924,4.999995000005001,2
182,1946,Postgraduate,Partner,44124.0,0,1,2013-11-05,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,79,2,397,0.7499999062500118,0
203,1975,Postgraduate,Single,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,50,1,2089,2.499998750000625,2
11025,1961,Undergraduate,Partner,36443.0,1,1,2013-03-02,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,64,3,138,0.3749999531250059,1
10203,1990,Undergraduate,Single,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,35,2,42,0.1428571224489825,0
4607,1959,Undergraduate,Partner,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,66,1,777,1.9999990000005,2
3711,1944,Postgraduate,Partner,80184.0,0,0,2014-01-03,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,81,1,1902,1.9999993333335555,2
3696,1965,Undergraduate,Single,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,60,3,52,0.285714244897965,0
2532,1987,Postgraduate,Single,73454.0,0,0,2014-01-03,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,38,1,1651,0.399999920000016,2
9214,1991,Undergraduate,Partner,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,34,1,358,0.99999980000004,1
4943,1953,Undergraduate,Partner,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,72,1,1727,0.33333327777778704,2
35,1987,Undergraduate,Partner,25545.0,1,0,2012-08-09,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,38,2,210,0.33333327777778704,1
2258,1986,Undergraduate,Partner,32880.0,1,0,2012-04-12,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,39,2,42,0.12499998437500197,0
4322,1958,Postgraduate,Partner,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,67,1,1291,1.9999990000005,2
713,1977,Postgraduate,Partner,50353.0,0,0,2014-08-06,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,48,1,442,1.333332888889037,0
4702,1964,Undergraduate,Single,61839.0,0,0,2012-12-08,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,61,1,1895,0.4999999375000079,2
3281,1960,Postgraduate,Partner,49154.0,1,1,2013-03-11,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,65,3,411,0.6666665555555741,0
702,1975,Undergraduate,Single,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,50,2,521,0.799999840000032,0
2004,1969,Undergraduate,Single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,56,2,1168,3.9999960000040002,2
4769,1977,Postgraduate,Partner,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,48,3,493,1.14285697959186,0
4437,1962,Undergraduate,Partner,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,63,3,260,0.7499998125000469,0
8724,1982,Undergraduate,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,43,2,46,0.33333327777778704,0
10741,1951,Postgraduate,Partner,47352.0,0,1,2013-11-04,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,74,2,319,0.857142734693895,0
1991,1967,Undergraduate,Partner,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,58,2,96,0.399999920000016,1
6931,1967,Undergraduate,Single,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,58,1,1062,1.999999500000125,2
11096,1952,Undergraduate,Partner,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,73,2,232,0.99999950000025,0
304,1981,Postgraduate,Single,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,44,2,76,0.4285713673469475,0
3665,1977,Undergraduate,Partner,25315.0,1,0,2013-07-11,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,48,2,54,0.3749999531250059,1
10591,1969,Undergraduate,Single,43638.0,0,1,2012-06-08,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,56,2,201,0.57142848979593,1
5036,1984,Postgraduate,Single,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,41,2,406,0.6666665555555741,1
5547,1982,Postgraduate,Partner,84169.0,0,0,2013-07-08,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,43,1,1919,2.3333325555558146,2
7822,1976,Undergraduate,Partner,54058.0,0,1,2013-04-06,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,49,2,662,1.333332888889037,0
8541,1990,Undergraduate,Partner,24683.0,1,0,2014-08-03,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,35,2,41,0.399999920000016,0
10955,1964,Undergraduate,Single,85620.0,0,0,2014-07-01,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,61,1,1600,2.9999970000030003,2
4368,1980,Undergraduate,Partner,47850.0,1,0,2013-03-12,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,45,2,134,0.49999991666668053,0
9671,1968,Undergraduate,Partner,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,57,3,69,0.3749999531250059,0
2256,1973,Postgraduate,Partner,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,52,3,21,0.16666663888889352,1
4279,1963,Undergraduate,Single,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,62,3,54,0.33333322222225925,0
5371,1989,Undergraduate,Single,21474.0,1,0,2014-08-04,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,36,2,91,0.4285713673469475,1
9240,1971,Postgraduate,Single,60504.0,0,1,2014-07-02,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,54,2,526,0.9999998333333611,0
9460,1963,Undergraduate,Partner,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,62,1,162,0.3749999531250059,0
9504,1949,Postgraduate,Partner,81698.0,0,0,2013-06-11,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,76,1,1008,2.9999970000030003,2
8692,1952,Undergraduate,Partner,43462.0,1,1,2012-12-09,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,73,3,240,0.4999999375000079,0
448,1978,Postgraduate,Single,54880.0,1,0,2013-01-03,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,47,2,795,1.199999760000048,0
